
20250328-124035,124035.0,2025-03-28T11:40:35.437Z,12,student,40,Real;Real;Real;Real;Real;Real;Real;Fake;Fake;Fake,Confident;Confident;Confident;Confident;Confident;Not Sure;Not Sure;Not Confident;Not Confident;Not Confident,9
